"region","district","L3","L4","L5","lon","lat"
"Amajyepfo","Ruhango","Kinihira","Nyakogo","Kibirizi",29.6734777099695,-2.21612968493615
"Amajyaruguru","Gakenke","Coko","Nyange","Buhara",29.7947321454783,-1.79074827473914
"Iburasirazuba","Bugesera","Kamabuye","Tunda","Uwumusave",30.1037217127842,-2.36920182922101
"Iburasirazuba","Nyagatare","Tabagwe","Tabagwe","Nyenyeri",30.2204281667196,-1.30557782754903
"Amajyepfo","Kamonyi","Runda","Ruyenzi","Rubumba",29.9884350045042,-1.97092199032204
"Amajyepfo","Gisagara","Gikonko","Cyiri","Curusi",29.8674585190039,-2.46624778228933
"Iburengerazuba","Rusizi","Giheke","Rwega","Rwega",28.9378568631738,-2.43531890597688
"Iburasirazuba","Rwamagana","Fumbwe","Nyakagunga","Akabeza",30.269866497445,-1.8947923590109
"Iburasirazuba","Bugesera","Ruhuha","Gikundamvura","Kanombe",30.0811038750167,-2.30353924315001
"Iburasirazuba","Ngoma","Mutenderi","Mutenderi","Kibaya",30.4752098978454,-2.28940389685827
"Iburengerazuba","Nyabihu","Kabatwa","Ngando","Ngando",29.4120724272215,-1.58843227272573
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.700069986666,-1.48665550160911
"Amajyepfo","Nyaruguru","Mata","Gorwe","Rimbanya",29.5188359353061,-2.63236435989621
"Amajyaruguru","Rulindo","Ngoma","Munyarwanda","Ngaru",29.9973692837376,-1.82886321901658
"Amajyaruguru","Burera","Kivuye","Nyirataba","Kabasha",29.9365880274935,-1.49885778190078
"Iburasirazuba","Rwamagana","Gahengeri","Kibare","Rurambi",30.3104699621962,-1.99897615545961
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.2351993207011,-2.61179284058866
"Iburasirazuba","Kirehe","Nyarubuye","Mareba","Rurenge Ii",30.7431737560633,-2.2087033590424
"Amajyepfo","Ruhango","Byimana","Nyakabuye","Gatobotobo",29.7364273676816,-2.14224076860169
"Iburasirazuba","Nyagatare","Tabagwe","Nyabitekeri","Kamate",30.2452100370796,-1.29456586437244
"Iburengerazuba","Nyabihu","Mukamira","Rukoma","Bihinga",29.5336043385084,-1.62345901910337
"Iburasirazuba","Kirehe","Kigarama","Kigarama","Humure",30.6937949325991,-2.3367511189043
"Amajyaruguru","Burera","Rugengabari","Mucaca","Burago",29.7812254254502,-1.56045957681948
"Amajyepfo","Nyanza","Cyabakamyi","Kadaho","Gahengeri",29.6059956863398,-2.25612909708719
"Amajyepfo","Huye","Kigoma","Rugarama","Birinjo",29.6828221525822,-2.45098119018823
"Amajyaruguru","Burera","Butaro","Nyamicucu","Gasiza",29.875859496949,-1.38543865463556
"Iburasirazuba","Bugesera","Kamabuye","Kampeka","Byimana",30.1555201407783,-2.371962629303
"Amajyaruguru","Burera","Rugengabari","Mucaca","Nkoto",29.79698219778,-1.56738618670769
"Amajyepfo","Huye","Maraba","Kabuye","Rukeri",29.6289820409715,-2.55433583171726
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Miyaga",30.5603588664115,-1.69935122684934
"Iburasirazuba","Bugesera","Juru","Juru","Ayabakiza",30.2249945357205,-2.11542444073663
"Iburengerazuba","Nyamasheke","Cyato","Murambi","Nyakabingo",29.223556504165,-2.38586222681143
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.7315726919593,-1.59973275501658
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6594989835583,-1.53806838432427
"Iburengerazuba","Rusizi","Nzahaha","Murya","Nyagasozi",28.929266382906,-2.6656450438926
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Gatebe I",30.490685900791,-1.31751242787316
"Amajyepfo","Nyanza","Muyira","Nyamiyaga","Nzovi",29.8537707017659,-2.35777607065688
"Iburengerazuba","Nyabihu","Muringa","Gisizi","Kinihira",29.4863425066873,-1.75616053833737
"Iburasirazuba","Rwamagana","Fumbwe","Nyarubuye","Murambi",30.303622865865,-1.83874527114949
"Iburasirazuba","Bugesera","Mareba","Gakomeye","Kamudeberi",30.0269780544898,-2.24208311702895
"Iburengerazuba","Rutsiro","Rusebeya","Ruronde","Kigali",29.4976857755855,-1.97520876935467
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Ndama Ii",30.5310985103481,-1.53893021411712
"Iburasirazuba","Kirehe","Musaza","Mubuga","Runyinya",30.6622185742872,-2.31387033210296
"Iburengerazuba","Rusizi","Giheke","Ntura","Kigenge",28.9671214018753,-2.44460405708843
"Iburasirazuba","Rwamagana","Kigabiro","Bwiza","Gitega",30.4500898836688,-1.97108667641091
"Amajyaruguru","Burera","Rwerere","Ruconsho","Ngoma",29.8938065382762,-1.50970223764318
"Iburengerazuba","Rusizi","Bweyeye","Kiyabo","Ruhondo",29.2104126266665,-2.59576814975268
"Iburasirazuba","Nyagatare","Katabagemu","Katabagemu","Kajevuba",30.2811367465895,-1.44154094599706
"Iburasirazuba","Ngoma","Rukumberi","Rwintashya","Rwimpongo Ii",30.317380105667,-2.16147487125764
"Amajyepfo","Nyamagabe","Kitabi","Uwingugu","Gisarenda",29.4624311497024,-2.56637760489876
"Iburasirazuba","Kayonza","Rukara","Rukara","Muzizi",30.499559105162,-1.80244507344988
"Amajyepfo","Nyamagabe","Mugano","Ruhinga","Kinzira",29.549759382943,-2.28495396765831
"Iburasirazuba","Rwamagana","Musha","Akabare","Akabare",30.3396958786381,-1.92032262753328
"Amajyepfo","Nyanza","Mukingo","Mpanga","Nyakabuye",29.7276416041273,-2.32047157560373
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Miyaga",30.5626127514315,-1.71741604628956
"Amajyaruguru","Musanze","Gataraga","Mudakama","Kararo",29.5111202319669,-1.51942973677959
"Amajyepfo","Muhanga","Rongi","Gasagara","Gasharu",29.7677329652901,-1.84012808447805
"Amajyepfo","Huye","Huye","Rukira","Rugarama",29.7145873602862,-2.5844684848015
"Iburasirazuba","Bugesera","Juru","Mugorore","Tabarari",30.2430394395482,-2.14267909674168
"Amajyaruguru","Rulindo","Burega","Butangampundu","Gacyamo",30.0491358970111,-1.74816387686945
"Iburasirazuba","Rwamagana","Nzige","Murama","Kibabara",30.3059869325997,-2.02600113480731
"Iburengerazuba","Nyabihu","Rugera","Rurembo","Gahama",29.6236446982202,-1.58597460929367
"Iburasirazuba","Bugesera","Rilima","Nyabagendwa","Mataba",30.1980744086388,-2.20766130806218
"Iburasirazuba","Gatsibo","Rwimbogo","Kiburara","Rubirizi",30.4026894248502,-1.65482743070663
"Amajyepfo","Nyaruguru","Ruheru","Remera","Mutumba",29.4853756432421,-2.76981020947626
"Iburengerazuba","Rubavu","Gisenyi","Nengo","Ubucuruzi",29.2612833324444,-1.69534267189449
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5312082491714,-1.34501277504654
"Amajyepfo","Gisagara","Nyanza","Nyaruteja","Rugayantete",29.7398407732466,-2.80143815335094
"Iburengerazuba","Rubavu","Busasamana","Gacurabwenge","Kanondo",29.3490601537667,-1.57428655007769
"Umujyi wa Kigali","Gasabo","Ndera","Masoro","Masoro",30.1437806351741,-1.93637438010566
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4747720723239,-1.5947019224783
"Iburengerazuba","Ngororero","Ndaro","Bitabage","Kamuyobora",29.6057467888931,-2.00557396060757
"Iburasirazuba","Ngoma","Sake","Nkanga","Bukokoza",30.4187850603933,-2.20536349245294
"Amajyepfo","Nyaruguru","Busanze","Nteko","Gisoro",29.5597057858351,-2.78853379320298
"Iburasirazuba","Nyagatare","Mukama","Kagina","Nyakarama",30.168531193858,-1.45388629992774
"Amajyepfo","Huye","Karama","Bunazi","Kinani",29.6494211043769,-2.64257343752137
"Iburasirazuba","Gatsibo","Rugarama","Matare","Matare",30.3734095270538,-1.68158331664014
"Amajyaruguru","Rulindo","Bushoki","Gasiza","Karambi",29.9117914740066,-1.74452523429
"Iburasirazuba","Nyagatare","Katabagemu","Nyakigando","Byimana",30.3216615711309,-1.46677938575701
"Amajyepfo","Nyanza","Kibilizi","Mbuye","Mukoni",29.9213553636141,-2.38324571772687
"Amajyaruguru","Gakenke","Mugunga","Nkomane","Nyagasozi",29.6596522866016,-1.70818559608674
"Iburasirazuba","Ngoma","Murama","Rurenge","Gatoma",30.55401849905,-2.26764752320037
"Iburengerazuba","Karongi","Bwishyura","Nyarusazi","Karongi",29.3627439140125,-2.10036833112697
"Umujyi wa Kigali","Kicukiro","Masaka","Mbabe","Mbabe",30.2046404491274,-2.0204630216514
"Iburasirazuba","Nyagatare","Tabagwe","Tabagwe","Gasheshe",30.2001704503562,-1.29408575590233
"Iburengerazuba","Nyamasheke","Bushekeri","Ngoma","Rugeregere",29.0795290954277,-2.38007956634605
"Iburasirazuba","Bugesera","Rilima","Kabeza","Gitega",30.1913352629913,-2.22113239448894
"Iburasirazuba","Nyagatare","Gatunda","Nyangara","Rwimbogo",30.1640410073574,-1.42902850838115
"Iburasirazuba","Kayonza","Murundi","Murundi","Macuba",30.4837764697816,-1.72785404307973
"Amajyepfo","Nyaruguru","Nyabimata","Kabere","Kabere",29.4536968593175,-2.69726824589447
"Iburasirazuba","Rwamagana","Fumbwe","Nyamirama","Agatare",30.2766108121096,-1.87004767091633
"Iburengerazuba","Nyamasheke","Bushenge","Kagatamu","Gashirabwoba",28.9918974199056,-2.46062695751547
"Amajyepfo","Muhanga","Muhanga","Tyazo","Nyahinda",29.7543490263339,-2.047620112957
"Iburasirazuba","Rwamagana","Muhazi","Karitutu","Agatare",30.4455614689753,-1.93495061102078
"Iburasirazuba","Nyagatare","Gatunda","Nyangara","Kabeza",30.182043639901,-1.45177250503425
"Amajyepfo","Huye","Gishamvu","Shori","Karubare",29.7124625029825,-2.6454050478973
"Iburengerazuba","Ngororero","Muhanda","Bugarula","Gatomvu",29.4728459084527,-1.79214434414969
"Amajyepfo","Ruhango","Mbuye","Mbuye","Ruyenzi",29.8805213549704,-2.15265083093829
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.6347620993474,-1.44310008531266
"Iburengerazuba","Rubavu","Nyundo","Kavomo","Burambo",29.3085443055047,-1.73190311857517
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6640145746213,-1.51106115154409
"Amajyepfo","Huye","Maraba","Kabuye","Nyarusange",29.6222112603476,-2.54524328571636
"Amajyepfo","Ruhango","Kabagali","Karambi","Karurara",29.6555103211872,-2.24981974937188
"Amajyaruguru","Burera","Kinyababa","Kaganda","Gisirwe",29.79254204655,-1.41617537281423
"Iburasirazuba","Kirehe","Mpanga","Nyakabungo","Cyamuhabura",30.8196392682641,-2.08998454798043
"Iburengerazuba","Ngororero","Muhororo","Rugogwe","Murambi",29.6372006197083,-1.90882305794076
"Amajyepfo","Nyaruguru","Mata","Nyamabuye","Nyacyondo",29.5458252574431,-2.62131690706932
"Iburengerazuba","Ngororero","Muhanda","Mashya","Rubaya",29.4840952603651,-1.77419521754458
"Iburasirazuba","Kayonza","Ndego","Isangano","Kagese",30.7722369483985,-1.9902589244303
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.6460616233738,-1.38685831520534
"Iburasirazuba","Bugesera","Musenyi","Nyagihunika","Rushubi",30.0764607115287,-2.19743526818259
"Iburengerazuba","Nyamasheke","Karambi","Kabuga","Rutiti",29.2325121837675,-2.35432787400063
"Amajyaruguru","Gakenke","Rusasa","Rurembo","Nyakabungo",29.6754146777538,-1.60002373225327
"Amajyepfo","Nyanza","Kigoma","Mulinja","Kigarama",29.8717029465059,-2.30377778888806
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5514921621845,-1.33170652015538
"Iburasirazuba","Kirehe","Kigarama","Cyanya","Nyamirambo Ii",30.6668657037247,-2.39963224818217
"Amajyepfo","Muhanga","Mushishiro","Rwasare","Rubona",29.6485340769677,-2.03080871217027
"Iburengerazuba","Rutsiro","Boneza","Bushaka","Kinunu",29.29283853081,-1.89428723222673
"Amajyaruguru","Burera","Cyanika","Nyagahinga","Gahama",29.7092701392947,-1.38149208036719
"Iburasirazuba","Kirehe","Mahama","Saruhembe","Nyamiyumbo",30.8265316772241,-2.20506754029638
"Amajyepfo","Muhanga","Mushishiro","Matyazo","Gitwa",29.6372461780753,-1.985560483912
"Iburengerazuba","Nyamasheke","Ruharambuga","Wimana","Nkomero",29.057200393718,-2.49055047201172
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.5897050773484,-1.44937130266446
"Iburengerazuba","Rusizi","Nzahaha","Murya","Ryagashyitsi",28.9360258411306,-2.67021965838821
"Iburasirazuba","Kayonza","Rukara","Rwimishinya","Akabare I",30.4635146872878,-1.78176751292276
"Amajyepfo","Nyaruguru","Muganza","Muganza","Rambyanyana",29.494185018659,-2.68407889106427
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5650001956452,-1.34087359136288
"Amajyepfo","Nyanza","Mukingo","Kiruli","Nyankunamirwa",29.7275765155721,-2.27306929794251
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Kinyovi",29.9953403286515,-2.14473996154945
"Amajyaruguru","Musanze","Muko","Songa","Kibuye",29.6236593530901,-1.52956058416034
"Iburasirazuba","Kayonza","Kabarondo","Cyabajwa","Murenge",30.5649911696515,-2.00385873101822
"Amajyaruguru","Gakenke","Coko","Mbirima","Shyunga",29.8195008707048,-1.80904446432612
"Amajyaruguru","Gicumbi","Miyove","Miyove","Nyarubuye",29.9748314331773,-1.61881557867982
"Iburengerazuba","Nyamasheke","Cyato","Bisumo","Rugabe",29.3067885099366,-2.36176465824457
"Iburasirazuba","Kirehe","Gahara","Murehe","Isangano",30.500137388354,-2.38440514883838
"Iburengerazuba","Karongi","Gashari","Rugobagoba","Karambo",29.4978400353162,-2.15805450573426
"Iburasirazuba","Gatsibo","Nyagihanga","Gitinda","Kibimbiri",30.2292893117278,-1.56729893865328
"Amajyepfo","Kamonyi","Kayenzi","Cubi","Kamabuye",29.8397827787128,-1.86565726873671
"Amajyepfo","Nyaruguru","Kivu","Gahurizo","Gasezo",29.3971999597404,-2.58837650603672
"Iburasirazuba","Kirehe","Kigarama","Cyanya","Gakoni",30.6353055838146,-2.388031425511
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4838093368277,-1.5045958590344
"Iburengerazuba","Rutsiro","Musasa","Nyarubuye","Mirambi",29.3333815596352,-1.96012988875971
"Iburasirazuba","Bugesera","Rweru","Nemba","Rutete",30.1802288058784,-2.33158687823249
"Iburasirazuba","Gatsibo","Kageyo","Kintu","Rutoma",30.2562991430463,-1.67359244695402
"Amajyepfo","Nyanza","Nyagisozi","Gahunga","Kigohe",29.6240759427447,-2.31047483410351
"Amajyaruguru","Musanze","Shingiro","Mugari","Terimbere",29.5066314593131,-1.48553541894808
"Iburasirazuba","Kirehe","Kigarama","Cyanya","Kabimba I",30.666834460031,-2.38158653410488
"Amajyepfo","Ruhango","Ruhango","Buhoro","Gako",29.7905012227222,-2.1833826490684
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Nyamatete",30.4184578057696,-1.62793071289317
"Iburasirazuba","Nyagatare","Mukama","Kagina","Nyakagarama",30.1888130198916,-1.42703333619713
"Amajyepfo","Nyanza","Rwabicuma","Mubuga","Nyamiseke",29.7142356987591,-2.38806520503872
"Iburasirazuba","Kirehe","Gatore","Rwantonde","Cyiha",30.5677409524716,-2.39862361365788
"Amajyepfo","Nyamagabe","Nkomane","Mutengeri","Gihwahwa",29.3360233712592,-2.34622127900845
"Iburasirazuba","Gatsibo","Gasange","Kimana","Byahi",30.2720730306232,-1.76849299702947
"Amajyepfo","Gisagara","Mamba","Gakoma","Kinamba",29.9439929148448,-2.45568557906819
"Iburasirazuba","Rwamagana","Nyakaliro","Gatare","Gatare",30.2249447573825,-2.06353313192485
"Amajyaruguru","Gakenke","Minazi","Gasiho","Gasangwa",29.799222501547,-1.72309788693474
"Iburengerazuba","Nyabihu","Kabatwa","Batikoti","Batikoti",29.4188312029624,-1.55690037045374
"Iburasirazuba","Kirehe","Mahama","Kamombo","Terimbere",30.8175897285989,-2.25684312036352
"Amajyepfo","Muhanga","Rugendabari","Kibaga","Kiduha",29.679984618077,-1.93631724965924
"Amajyepfo","Nyaruguru","Mata","Gorwe","Rimbanya",29.5233193739241,-2.62337268818146
"Amajyaruguru","Gicumbi","Ruvune","Gashirira","Kagasha",30.1729811439357,-1.618592173768
"Iburasirazuba","Gatsibo","Muhura","Bibare","Cyaruhagazi",30.3103633433856,-1.7891902787576
"Amajyepfo","Nyaruguru","Muganza","Muganza","Rambyanyana",29.4919340020609,-2.68405885964163
"Amajyaruguru","Burera","Butaro","Nyamicucu","Gitovu",29.8510917539214,-1.38969756030382
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7203123211815,-1.77548249486493
"Iburengerazuba","Rutsiro","Nyabirasi","Busuku","Busuti",29.3805630032319,-1.75515450663297
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Ndago",30.6437568217732,-1.88290348206259
"Iburasirazuba","Bugesera","Mayange","Kagenge","Rukindo",30.1237713127018,-2.21595222224554
"Amajyepfo","Nyamagabe","Gatare","Shyeru","Ruhanga",29.4148000136236,-2.34919048305954
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Gakoma",30.6054105643569,-1.68855859149372
"Iburengerazuba","Ngororero","Gatumba","Karambo","Gitega",29.583201853826,-1.95118973426038
"Iburengerazuba","Rutsiro","Mukura","Kabuga","Sanzare",29.4167002110944,-2.03088429901194
"Amajyepfo","Nyanza","Kibilizi","Mbuye","Gako",29.8988687319204,-2.40108812104794
"Amajyaruguru","Musanze","Kinigi","Nyonirima","Nyagisenyi",29.6011904378114,-1.43456513817031
"Iburasirazuba","Ngoma","Zaza","Ruhembe","Rugarama",30.4030183345342,-2.20520372788497
"Iburengerazuba","Karongi","Bwishyura","Kibuye","Rurembo",29.3447082794746,-2.06408100150089
"Umujyi wa Kigali","Gasabo","Rutunga","Gasabo","Gasharu",30.134714171165,-1.80317702590467
"Iburasirazuba","Bugesera","Juru","Rwinume","Kinihira",30.1979704394525,-2.11515391978302
"Iburengerazuba","Rubavu","Mudende","Bihungwe","Bihungwe",29.398568553547,-1.59055957756352
"Iburasirazuba","Kirehe","Mpanga","Mushongi","Mushongi",30.8353760592463,-2.05407199072321
"Iburengerazuba","Rutsiro","Kivumu","Bunyoni","Bureke",29.3085461049315,-1.74544679703404
"Iburasirazuba","Ngoma","Rukira","Kibatsi","Kagarama",30.6034099417226,-2.13507492871323
"Amajyaruguru","Gicumbi","Rutare","Nkoto","Murehe",30.1572239748229,-1.76956781379083
"Iburengerazuba","Nyamasheke","Cyato","Rugari","Gakenke",29.2168221460414,-2.39709346434851
"Iburengerazuba","Ngororero","Kabaya","Nyenyeri","Bukonde",29.5741276756464,-1.77957265089481
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Kinyovi",29.9953451547565,-2.14925318867277
"Amajyepfo","Huye","Karama","Muhembe","Cyetete",29.6381458334234,-2.63344003275425
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6122196486909,-1.47216470243883
"Iburengerazuba","Rutsiro","Manihira","Tangabo","Kanama",29.4189056746231,-1.96544056185033
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Rusumo",30.6733270411954,-2.20346482681261
"Iburasirazuba","Nyagatare","Nyagatare","Gakirage","Gakirage",30.2901783837188,-1.38751035267623
"Umujyi wa Kigali","Gasabo","Ndera","Mukuyu","Karambo",30.1820460098427,-1.90743280294418
"Iburasirazuba","Gatsibo","Kabarore","Kabarore","Kabingo",30.3869251678364,-1.63436299700697
"Amajyepfo","Nyanza","Rwabicuma","Nyarusange","Cyarwa",29.6601287396278,-2.33564160255857
"Iburasirazuba","Gatsibo","Murambi","Rwimitereri","Kigote",30.3373897074634,-1.79172629250853
"Iburengerazuba","Rusizi","Gashonga","Karemereye","Mibirizi",28.9515937041139,-2.575477673493
"Amajyepfo","Huye","Ruhashya","Mara","Karambo",29.752667176173,-2.4832327704241
"Amajyaruguru","Burera","Butaro","Muhotora","Murwa",29.8668195349615,-1.4440024015996
"Iburasirazuba","Bugesera","Musenyi","Musenyi","Gakomeye",30.0494055359703,-2.16783506524952
"Amajyepfo","Nyanza","Mukingo","Gatagara","Nyamuko",29.7591276020962,-2.29819576823872
"Amajyepfo","Gisagara","Mugombwa","Kibayi","Akarutsibuka",29.8432318605996,-2.72787712125523
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe",30.4862332983889,-1.26109400373733
"Iburasirazuba","Nyagatare","Gatunda","Kabeza","Muvumba",30.2338805329071,-1.38240133484481
"Amajyepfo","Nyaruguru","Kibeho","Mubuga","Nyarusovu",29.5729978916083,-2.69607298255934
"Amajyaruguru","Rulindo","Ngoma","Karambo","Jyambere",29.9861130152361,-1.83326299241121
"Amajyaruguru","Gicumbi","Nyamiyaga","Kabeza","Mugorore",30.1414513274317,-1.67917217757604
"Iburengerazuba","Rusizi","Kamembe","Ruganda","Ruhimbi",28.9199889521059,-2.5164809778358
"Iburasirazuba","Kayonza","Mwiri","Nyamugari","Kigarama",30.641487762436,-1.84679749683853
"Iburengerazuba","Nyamasheke","Bushekeri","Buvungira","Yove",29.0661203231287,-2.44094041551812
"Iburasirazuba","Bugesera","Ntarama","Kanzenze","Kurugenge",30.0853393941877,-2.07567568659292
"Iburasirazuba","Nyagatare","Rwempasha","Ryeru","Ryeru",30.2790566816351,-1.22727398526859
"Iburasirazuba","Bugesera","Gashora","Mwendo","Gaharwa",30.2634705854974,-2.2737430926001
"Amajyaruguru","Musanze","Rwaza","Kabushinge","Nyagisozi",29.6821814214471,-1.5414219671248
"Iburasirazuba","Kayonza","Kabare","Cyarubare","Kibimba",30.6708547289276,-1.98692814213133
"Iburengerazuba","Rusizi","Mururu","Karambi","Bugayi",28.9020043743225,-2.52536393892832
"Amajyaruguru","Burera","Ruhunde","Gaseke","Rukiniro",29.9005499562015,-1.54135567988182
"Iburengerazuba","Nyabihu","Bigogwe","Kijote","Bikingi",29.4345741819609,-1.61573184663071
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Ubukoroco",30.2095838362758,-2.38151746112203
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6640136655068,-1.5133158393778
"Amajyepfo","Huye","Karama","Kibingo","Mukimba",29.6447844338393,-2.57705692916301
"Amajyaruguru","Gicumbi","Mukarange","Rugerero","Rushasha",30.0401641208122,-1.4886416372865
"Iburasirazuba","Rwamagana","Nzige","Akanzu","Kiyovu",30.3375137977399,-2.02181062830252
"Iburasirazuba","Bugesera","Juru","Rwinume","Rwimpyisi",30.1979915587137,-2.13546002879501
"Iburengerazuba","Rutsiro","Ruhango","Rundoyi","Karebero",29.3895891766202,-1.84552847224638
"Iburengerazuba","Nyamasheke","Cyato","Bisumo","Rugabe",29.3135468019211,-2.36634116503589
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.6145085518661,-1.40905770166481
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Gikungu",29.4082090354205,-2.4529930429163
"Amajyepfo","Muhanga","Muhanga","Nyamirama","Nyiramarangara",29.7250837025973,-2.047339129787
"Iburasirazuba","Bugesera","Juru","Mugorore","Rwamurama",30.2542949671105,-2.13827967722324
"Umujyi wa Kigali","Kicukiro","Gatenga","Nyanza","Sabaganga",30.0852759655578,-1.99896058285184
"Iburengerazuba","Rusizi","Nkanka","Kangazi","Busekanka",28.9108227074611,-2.41250114939613
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5559542011619,-1.38812393264362
"Amajyaruguru","Gicumbi","Kaniga","Mulindi","Rukizi",30.0311711901252,-1.45922361485045
"Amajyepfo","Huye","Simbi","Mugobore","Nyarurembo",29.6739088254414,-2.50282194335205
"Iburasirazuba","Gatsibo","Nyagihanga","Murambi","Rukoma",30.1639875477799,-1.55308452022577
"Amajyepfo","Nyanza","Busoro","Rukingiro","Cyamugani",29.9189944689514,-2.31100063438999
"Amajyepfo","Nyaruguru","Ruheru","Uwumusebeya","Uwimbogo",29.3796227350894,-2.78694868572478
"Umujyi wa Kigali","Nyarugenge","Mageregere","Runzenze","Gisunzu",30.0290282160933,-2.05481079251026
"Iburasirazuba","Nyagatare","Mukama","Gihengeri","Gishoro",30.141492925868,-1.48743717981423
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Kabeza",29.9953776548947,-2.17858942977236
"Amajyaruguru","Rulindo","Kisaro","Gitatsa","Kabere",30.0266155592818,-1.63739055900557
"Amajyepfo","Kamonyi","Musambira","Buhoro","Busasamana",29.8601380178404,-2.02156243589323
"Amajyepfo","Kamonyi","Runda","Kagina","Kigusa",29.9591357178578,-1.92324734206556
"Iburasirazuba","Kirehe","Kigarama","Nyankurazo","Ruhuha",30.7479345057155,-2.37790881683091
"Amajyaruguru","Musanze","Kimonyi","Mbizi","Bushubi",29.5831318952251,-1.56978079481844
"Amajyepfo","Gisagara","Kansi","Umunini","Kamugani",29.8003178514733,-2.66878625880331
"Amajyaruguru","Gakenke","Kivuruga","Ruhinga","Kintarure",29.7564500764037,-1.62790352548821
"Iburasirazuba","Bugesera","Mayange","Mbyo","Rwimikoni I",30.1981086003962,-2.2347375079592
"Amajyaruguru","Gicumbi","Ruvune","Rebero","Bitoma",30.1549649183765,-1.62968438567058
"Amajyepfo","Ruhango","Kabagali","Rwoga","Cyunyu",29.641954525365,-2.20906166347561
"Amajyaruguru","Gakenke","Kamubuga","Mbatabata","Horero",29.7744696076991,-1.56941729993465
"Iburasirazuba","Kayonza","Rukara","Rukara","Ibiza",30.504072168961,-1.82730111263576
"Amajyepfo","Nyaruguru","Cyahinda","Muhambara","Byanone",29.5867038982372,-2.78199982959025
"Iburengerazuba","Rutsiro","Kigeyo","Nkora","Gasagara",29.3018198799734,-1.84470703184462
"Iburasirazuba","Kayonza","Ndego","Karambi","Kumunini",30.7226755366643,-1.9942420891002
"Amajyaruguru","Gakenke","Muhondo","Huro","Huro",29.8690247894891,-1.79148253607933
"Iburasirazuba","Kayonza","Murundi","Karambi","Bugarura",30.4612499363651,-1.69829720860236
"Amajyepfo","Nyaruguru","Ruramba","Giseke","Matyazo",29.4961951443042,-2.56668050385001
"Amajyaruguru","Gicumbi","Ruvune","Cyandaro","Kigarama",30.186490154598,-1.63903330745114
"Amajyepfo","Nyamagabe","Tare","Nyamigina","Nyarugeti",29.5118384454612,-2.50585871249939
"Iburengerazuba","Ngororero","Kavumu","Murinzi","Cyasenge",29.5741462337656,-1.84276668376354
"Amajyepfo","Muhanga","Muhanga","Nyamirama","Rwabagenzi",29.7273204006067,-2.02930519453644
"Amajyepfo","Nyaruguru","Cyahinda","Muhambara","Rebero",29.5732075045419,-2.78639575413688
"Iburasirazuba","Nyagatare","Rwempasha","Ryeru","Ryeru",30.2880674559062,-1.22511599336439
"Iburasirazuba","Nyagatare","Karangazi","Kamate","Kigazi",30.4275758879531,-1.3709442738917
"Amajyepfo","Nyaruguru","Ngera","Nyanza","Nyanza",29.7103253430085,-2.69731276080303
"Amajyepfo","Muhanga","Muhanga","Nyamirama","Gahabwa",29.7385692490262,-2.02038572030895
"Iburengerazuba","Nyamasheke","Mahembe","Nyakavumu","Cyinjira",29.299886497891,-2.24880602020233
"Iburasirazuba","Kirehe","Kigarama","Nyankurazo","Marembo",30.7456434304652,-2.35533018549758
"Iburengerazuba","Karongi","Mutuntu","Kinyonzwe","Matyazo",29.3741921903273,-2.27883045736799
